MemberNo,FirstName,LastName,Email,Mobile,BirthDate,JoinedDate,LoyaltyTier,BalancePoints,SignedUpProperty,MostPlayedProperty,LastVisitDate,Locale,State,MonthlySpend,DiscountOffer,Current_CST_Time,Current_AEST_Time
1432,Sophie,Burgess,pac-afajoru91@example.com,61400000431,12/08/1990,15/05/2024,Platinum,65053,Bellagio,Bellagio,26/06/2024,en-US,CA,14340,,03/08/2024,04/08/2024
1433,Ryan,Nash,nay_abijazi41@example.com,61400000432,14/03/1982,15/01/2020,Bronze,65194,Venetian,Venetian,24/06/2024,en-US,FL,14372,,03/08/2024,04/08/2024
1434,Boris,Thomson,senaca_teve10@example.com,61400000433,08/09/1995,22/11/2019,Diamond,65336,MGM Grand,Aria,23/06/2024,en-US,TX,14404,,03/08/2024,04/08/2024
1435,Evan,Parsons,lalu-zikogi30@example.com,61400000434,30/12/1978,19/05/2018,Silver,65477,Aria,MGM Grand,22/06/2024,en-US,NV,14436,,03/08/2024,04/08/2024
1436,Charles,Lambert,woyifi_daju85@example.com,61400000435,22/01/1987,11/03/2021,Gold,65618,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,14468,,03/08/2024,04/08/2024
1437,Cameron,Hemmings,tup-asoleyi44@example.com,61400000436,18/11/1992,25/07/2017,Silver,65759,Aria,Aria,20/06/2024,en-US,CA,14500,,03/08/2024,04/08/2024
1438,Alan,Clarkson,duxevi-nesi77@example.com,61400000437,07/02/1983,14/09/2020,Diamond,65900,Bellagio,Bellagio,19/06/2024,en-US,NV,14532,,03/08/2024,04/08/2024
1439,Evan,Davidson,rehocap_uci60@example.com,61400000438,15/04/1979,05/06/2019,Gold,66041,MGM Grand,Bellagio,18/06/2024,en-US,TX,14565,,03/08/2024,04/08/2024
1440,Karen,Graham,puno_rihezi46@example.com,61400000439,25/05/1981,01/08/2021,Platinum,66182,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,14597,,03/08/2024,04/08/2024
1441,Victor,Oliver,giyakaf_ari76@example.com,61400000440,23/04/1985,10/12/2016,Gold,66323,Casino Royale,Casino Royale,25/06/2024,en-US,NV,14629,,03/08/2024,04/08/2024
1442,Paul,Arnold,hululuw_ihi23@example.com,61400000441,12/08/1990,08/04/2018,Platinum,66464,Bellagio,Bellagio,26/06/2024,en-US,CA,14661,,03/08/2024,04/08/2024
1443,Emma,Gill,bijazo-wacu26@example.com,61400000442,14/03/1982,10/01/2024,Bronze,66605,Venetian,Venetian,24/06/2024,en-US,FL,14693,,03/08/2024,04/08/2024
1444,Rose,Ross,pofe_yusesa63@example.com,61400000443,08/09/1995,15/05/2024,Diamond,66747,MGM Grand,Aria,23/06/2024,en-US,TX,14725,,03/08/2024,04/08/2024
1445,Alexander,Paterson,pow-oparabo11@example.com,61400000444,30/12/1978,15/01/2020,Silver,66888,Aria,MGM Grand,22/06/2024,en-US,NV,14757,,03/08/2024,04/08/2024
1446,Stephen,Underwood,suxo-jiwini79@example.com,61400000445,22/01/1987,22/11/2019,Gold,67029,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,14789,,03/08/2024,04/08/2024
1447,Anne,Dyer,lozuzub_ewu41@example.com,61400000446,18/11/1992,19/05/2018,Silver,67170,Aria,Aria,20/06/2024,en-US,CA,14822,,03/08/2024,04/08/2024
1448,Dominic,Ogden,lumecuc_uka93@example.com,61400000447,07/02/1983,11/03/2021,Diamond,67311,Bellagio,Bellagio,19/06/2024,en-US,NV,14854,,03/08/2024,04/08/2024
1449,Stewart,Wright,lusa-luwage86@example.com,61400000448,15/04/1979,25/07/2017,Gold,67452,MGM Grand,Bellagio,18/06/2024,en-US,TX,14886,,03/08/2024,04/08/2024
1450,William,Welch,vafaput_oru28@example.com,61400000449,25/05/1981,14/09/2020,Platinum,67593,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,14918,,03/08/2024,04/08/2024
1451,Edward,Pullman,weve-hemuvu11@example.com,61400000450,23/04/1985,05/06/2019,Gold,67734,Casino Royale,Casino Royale,25/06/2024,en-US,NV,14950,,03/08/2024,04/08/2024
1452,Kevin,Mackay,hoh_ubanoli57@example.com,61400000451,12/08/1990,01/08/2021,Platinum,67875,Bellagio,Bellagio,26/06/2024,en-US,CA,14982,,03/08/2024,04/08/2024
1453,Trevor,Skinner,watawu-fure14@example.com,61400000452,14/03/1982,10/12/2016,Bronze,68016,Venetian,Venetian,24/06/2024,en-US,FL,15014,,03/08/2024,04/08/2024
1454,Keith,Wilkins,zurow-acigi30@example.com,61400000453,08/09/1995,08/04/2018,Diamond,68158,MGM Grand,Aria,23/06/2024,en-US,TX,15046,,03/08/2024,04/08/2024
1455,Wanda,Hart,jizufi_mume47@example.com,61400000454,30/12/1978,10/01/2024,Silver,68299,Aria,MGM Grand,22/06/2024,en-US,NV,15078,,03/08/2024,04/08/2024
1456,Richard,Lawrence,nurer_esora52@example.com,61400000455,22/01/1987,15/05/2024,Gold,68440,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,15111,,03/08/2024,04/08/2024
1457,Paul,Rees,yigilus_ohe18@example.com,61400000456,18/11/1992,15/01/2020,Silver,68581,Aria,Aria,20/06/2024,en-US,CA,15143,,03/08/2024,04/08/2024
1458,Irene,Parr,xobalu-yadu85@example.com,61400000457,07/02/1983,22/11/2019,Diamond,68722,Bellagio,Bellagio,19/06/2024,en-US,NV,15175,,03/08/2024,04/08/2024
1459,Melanie,Bond,leziget_uxe36@example.com,61400000458,15/04/1979,19/05/2018,Gold,68863,MGM Grand,Bellagio,18/06/2024,en-US,TX,15207,,03/08/2024,04/08/2024
1460,Sebastian,Arnold,jahehix-uxu93@example.com,61400000459,25/05/1981,11/03/2021,Platinum,69004,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,15239,,03/08/2024,04/08/2024
1461,Owen,Hemmings,wiva-jeceju37@example.com,61400000460,23/04/1985,25/07/2017,Gold,69145,Casino Royale,Casino Royale,25/06/2024,en-US,NV,15271,,03/08/2024,04/08/2024
1462,Cameron,Churchill,feya-cazara76@example.com,61400000461,12/08/1990,14/09/2020,Platinum,69286,Bellagio,Bellagio,26/06/2024,en-US,CA,15303,,03/08/2024,04/08/2024
1463,Molly,Kerr,hec-ebajote94@example.com,61400000462,14/03/1982,05/06/2019,Bronze,69427,Venetian,Venetian,24/06/2024,en-US,FL,15335,,03/08/2024,04/08/2024
1464,Felicity,Churchill,noxixak-ako76@example.com,61400000463,08/09/1995,01/08/2021,Diamond,69569,MGM Grand,Aria,23/06/2024,en-US,TX,15368,,03/08/2024,04/08/2024
1465,Adam,Graham,xikibup-ibu60@example.com,61400000464,30/12/1978,10/12/2016,Silver,69710,Aria,MGM Grand,22/06/2024,en-US,NV,15400,,03/08/2024,04/08/2024
1466,Alan,Oliver,pilod_azuva46@example.com,61400000465,22/01/1987,08/04/2018,Gold,69851,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,15432,,03/08/2024,04/08/2024
1467,Kylie,Langdon,jah_igaroye31@example.com,61400000466,18/11/1992,10/01/2024,Silver,69992,Aria,Aria,20/06/2024,en-US,CA,15464,,03/08/2024,04/08/2024
1468,Dan,Oliver,tawo_hevogi65@example.com,61400000467,07/02/1983,15/05/2024,Diamond,70133,Bellagio,Bellagio,19/06/2024,en-US,NV,15496,,03/08/2024,04/08/2024
1469,Jan,Peters,pivav_umipi73@example.com,61400000468,15/04/1979,15/01/2020,Gold,70274,MGM Grand,Bellagio,18/06/2024,en-US,TX,15528,,03/08/2024,04/08/2024
1470,Wanda,Manning,xihi_gigaci48@example.com,61400000469,25/05/1981,22/11/2019,Platinum,70415,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,15560,,03/08/2024,04/08/2024
1471,Matt,Ferguson,bawo_zajiti94@example.com,61400000470,23/04/1985,19/05/2018,Gold,70556,Casino Royale,Casino Royale,25/06/2024,en-US,NV,15592,,03/08/2024,04/08/2024
1472,David,Roberts,rinobih_ike1@example.com,61400000471,12/08/1990,11/03/2021,Platinum,70697,Bellagio,Bellagio,26/06/2024,en-US,CA,15625,,03/08/2024,04/08/2024
1473,Amanda,Newman,kev_ovonizu70@example.com,61400000472,14/03/1982,25/07/2017,Bronze,70838,Venetian,Venetian,24/06/2024,en-US,FL,15657,,03/08/2024,04/08/2024
1474,Richard,Kelly,lazojar_idi42@example.com,61400000473,08/09/1995,14/09/2020,Diamond,70979,MGM Grand,Aria,23/06/2024,en-US,TX,15689,,03/08/2024,04/08/2024
1475,Gabrielle,May,guj-ozuyuyo62@example.com,61400000474,30/12/1978,05/06/2019,Silver,71121,Aria,MGM Grand,22/06/2024,en-US,NV,15721,,03/08/2024,04/08/2024
1476,Bella,Berry,zimo-niyiwo25@example.com,61400000475,22/01/1987,01/08/2021,Gold,71262,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,15753,,03/08/2024,04/08/2024
1477,Matt,Stewart,penuc-asudo41@example.com,61400000476,18/11/1992,10/12/2016,Silver,71403,Aria,Aria,20/06/2024,en-US,CA,15785,,03/08/2024,04/08/2024
1478,Piers,Gibson,jasir-akini52@example.com,61400000477,07/02/1983,08/04/2018,Diamond,71544,Bellagio,Bellagio,19/06/2024,en-US,NV,15817,,03/08/2024,04/08/2024
1479,Jonathan,Mathis,fisivos_uyi89@example.com,61400000478,15/04/1979,10/01/2024,Gold,71685,MGM Grand,Bellagio,18/06/2024,en-US,TX,15849,,03/08/2024,04/08/2024
1480,Adrian,Harris,zaxe-recaka35@example.com,61400000479,25/05/1981,15/05/2024,Platinum,71826,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,15882,,03/08/2024,04/08/2024
1481,Alexandra,Parr,wuc-exunawi52@example.com,61400000480,23/04/1985,15/01/2020,Gold,71967,Casino Royale,Casino Royale,25/06/2024,en-US,NV,15914,,03/08/2024,04/08/2024
1482,Brandon,Thomson,huwoze-fime16@example.com,61400000481,12/08/1990,22/11/2019,Platinum,72108,Bellagio,Bellagio,26/06/2024,en-US,CA,15946,,03/08/2024,04/08/2024
1483,Sam,Nolan,nudohu-kale62@example.com,61400000482,14/03/1982,19/05/2018,Bronze,72249,Venetian,Venetian,24/06/2024,en-US,FL,15978,,03/08/2024,04/08/2024
1484,Paul,North,fij-onebosi87@example.com,61400000483,08/09/1995,11/03/2021,Diamond,72390,MGM Grand,Aria,23/06/2024,en-US,TX,16010,,03/08/2024,04/08/2024
1485,Ian,Miller,rak_onugoja69@example.com,61400000484,30/12/1978,25/07/2017,Silver,72532,Aria,MGM Grand,22/06/2024,en-US,NV,16042,,03/08/2024,04/08/2024
1486,Victor,Ogden,gavog-ovovu10@example.com,61400000485,22/01/1987,14/09/2020,Gold,72673,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,16074,,03/08/2024,04/08/2024
1487,Christian,Marshall,rumota-zusi17@example.com,61400000486,18/11/1992,05/06/2019,Silver,72814,Aria,Aria,20/06/2024,en-US,CA,16106,,03/08/2024,04/08/2024
1488,Grace,Short,wiwe-gufisi48@example.com,61400000487,07/02/1983,01/08/2021,Diamond,72955,Bellagio,Bellagio,19/06/2024,en-US,NV,16138,,03/08/2024,04/08/2024
1489,Jennifer,Pullman,luzo_getubi96@example.com,61400000488,15/04/1979,10/12/2016,Gold,73096,MGM Grand,Bellagio,18/06/2024,en-US,TX,16171,,03/08/2024,04/08/2024
1490,Justin,Morrison,jid_enimaho81@example.com,61400000489,25/05/1981,08/04/2018,Platinum,73237,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,16203,,03/08/2024,04/08/2024
1491,Wanda,MacDonald,zik_akusulo31@example.com,61400000490,23/04/1985,10/01/2024,Gold,73378,Casino Royale,Casino Royale,25/06/2024,en-US,NV,16235,,03/08/2024,04/08/2024
1492,Nathan,Mitchell,duyo_catuye58@example.com,61400000491,12/08/1990,15/05/2024,Platinum,73519,Bellagio,Bellagio,26/06/2024,en-US,CA,16267,,03/08/2024,04/08/2024
1493,Sebastian,Russell,miw_ibosuye24@example.com,61400000492,14/03/1982,15/01/2020,Bronze,73660,Venetian,Venetian,24/06/2024,en-US,FL,16299,,03/08/2024,04/08/2024
1494,Warren,Dyer,pepax_ulosa11@example.com,61400000493,08/09/1995,22/11/2019,Diamond,73801,MGM Grand,Aria,23/06/2024,en-US,TX,16331,,03/08/2024,04/08/2024
1495,Sarah,Arnold,yas-okutahi39@example.com,61400000494,30/12/1978,19/05/2018,Silver,73943,Aria,MGM Grand,22/06/2024,en-US,NV,16363,,03/08/2024,04/08/2024
1496,Simon,Springer,dupuki_geta27@example.com,61400000495,22/01/1987,11/03/2021,Gold,74084,Caesars Palace,Caesars Palace,21/06/2024,en-US,AZ,16395,,03/08/2024,04/08/2024
1497,Emily,Reid,gumateg_ice78@example.com,61400000496,18/11/1992,25/07/2017,Silver,74225,Aria,Aria,20/06/2024,en-US,CA,16428,,03/08/2024,04/08/2024
1498,Donna,Watson,yadog-ibino53@example.com,61400000497,07/02/1983,14/09/2020,Diamond,74366,Bellagio,Bellagio,19/06/2024,en-US,NV,16460,,03/08/2024,04/08/2024
1499,Diane,Hodges,ged-ewonoyu21@example.com,61400000498,15/04/1979,05/06/2019,Gold,74507,MGM Grand,Bellagio,18/06/2024,en-US,TX,16492,,03/08/2024,04/08/2024
1500,William,Vaughan,hotov-ogeza47@example.com,61400000499,25/05/1981,01/08/2021,Platinum,74648,Casino Royale,Caesars Palace,17/06/2024,en-US,FL,16524,,03/08/2024,04/08/2024
